A,B
28,25
49,23
10,53
41,67
1,65
22,31
31,23
43,11
1,19
26,24
19,36
6,4
18,65
23,20
10,2
45,27
67,39
15,47
37,34
67,6
60,69
1,48
67,34
67,39
63,43
34,66
38,65
61,19
22,52
12,50
58,58
12,18
48,3
64,65
32,5
54,46
1,45
28,31
61,19
42,56
67,63
59,43
6,68
40,66
22,23
39,0
54,67
41,6
13,61
65,21
27,34
15,68
55,47
62,26
52,37
37,52
47,47
25,51
34,67
56,53
37,4
70,8
38,34
5,37
5,0
6,16
54,18
48,8
32,27
43,24
2,55
45,50
12,58
47,21
33,61
41,13
61,9
45,33
52,62
54,33
44,22
68,63
9,24
61,69
56,37
63,66
58,19
64,45
16,15
50,41
50,65
59,20
54,64
63,14
0,27
17,21
19,24
43,24
59,28
46,46
64,28
28,42
30,43
54,46
16,59
33,2
63,5
14,32
57,42
4,40
65,13
48,66
47,22
11,54
6,47
31,19
26,12
6,50
7,18
17,21
2,1
25,51
16,69
64,12
64,46
53,16
37,69
68,13
48,30
34,20
0,69
67,26
53,13
5,61
47,25
63,23
28,58
62,69
2,67
52,32
35,50
40,64
43,68
11,15
33,68
12,33
28,21
66,21
20,62
65,39
47,46
31,69
28,25
25,53
35,52
33,57
21,3
35,69
20,14
46,27
20,57
66,30
50,27
21,58
60,35
1,51
12,11
19,5
3,9
55,40
51,41
11,46
26,4
45,9
42,2
65,60
61,33
40,14
22,0
63,23
67,43
25,40
50,2
47,69
28,10
53,55
18,6
30,68
25,23
17,30
36,13
54,40
12,62
66,22
61,17
50,19
58,57
54,1
14,19
44,47
6,30
29,4
3,7
41,39
33,18
70,20
26,28
5,54
8,50
45,16
0,63
1,29
5,28
16,60
15,63
63,6
1,58
46,50
63,34
17,7
28,68
15,5
33,18
34,14
29,23
55,8
42,4
46,64
39,64
43,6
44,52
11,49
68,2
46,39
35,51
59,50
50,67
11,11
53,18
54,26
39,4
68,59
59,27
57,1
56,10
60,41
50,40
47,67
26,23
1,44
55,31
18,59
39,52
17,40
40,14
34,65
22,1
36,4
14,15
47,13
51,23
61,20
58,30
19,22
6,65
28,54
53,42
45,27
11,53
12,55
15,69
9,62
67,5
3,11
61,9
22,33
7,51
2,2
9,25
63,33
69,32
66,20
60,14
60,49
17,58
14,33
2,36
13,57
62,43
44,0
32,45
12,27
35,59
56,59
0,16
24,41
42,50
37,19
1,51
23,53
31,40
67,66
3,23
11,45
43,53
52,49
16,26
18,18
20,23
43,45
38,22
43,15
13,10
25,9
59,34
68,31
31,41
8,6
20,16
36,54
19,58
65,53
2,32
17,55
21,66
28,59
35,41
40,46
47,67
37,15
13,1
64,57
68,46
30,39
14,15
47,69
33,3
66,14
18,6
21,8
39,15
6,59
47,55
38,30
6,13
48,29
56,0
42,4
70,21
27,42
60,18
10,4
28,14
48,14
12,14
70,54
39,16
40,66
39,15
27,14
69,7
27,4
47,35
59,54
57,28
23,0
45,46
16,51
49,0
54,64
69,37
10,17
51,5
56,63
65,0
59,46
53,22
13,60
49,41
40,0
19,52
22,70
68,35
63,39
8,11
41,60
35,7
66,17
44,5
56,56
53,7
56,25
23,18
49,1
15,40
29,14
17,65
18,57
33,23
4,46
1,68
25,22
41,28
54,27
67,29
2,55
36,18
54,65
17,51
30,52
51,28
38,60
11,30
59,18
51,24
25,32
0,61
7,54
45,29
34,54
14,40
11,40
6,14
55,57
61,7
21,59
51,59
55,7
35,70
60,41
58,13
5,55
64,70
53,22
44,68
50,18
5,32
45,50
57,25
18,56
0,62
62,12
31,12
41,26
17,3
27,66
19,69
56,6
59,44
59,68
5,33
28,16
47,33
5,54
38,23
13,59
34,58
25,27
50,8
43,51
4,67
21,8
3,13
55,69
11,47
59,29
29,67
39,28
56,9
29,21
23,64
60,51
35,30
2,9
58,7
26,47
64,39
36,20
42,21
30,31
36,3
9,48
50,57
26,63
56,62
57,58
14,65
47,23
19,17
62,54
47,65
40,38
48,35
38,46
66,21
53,26
55,56
20,31
5,17
51,51
57,30
6,45
19,48
59,15
56,28
12,29
38,26
16,23
2,26
54,2
64,51
51,10
52,66
10,3
57,21
13,36
46,4
39,26
16,15
22,30
48,52
0,10
32,43
59,9
18,62
68,67
39,2
53,69
69,25
21,70
9,68
62,52
12,35
3,27
2,68
2,6
0,41
48,30
37,7
65,54
44,34
40,28
12,53
24,11
45,39
23,50
60,70
0,59
62,43
47,54
19,20
68,8
16,4
53,41
36,55
54,66
30,23
30,52
47,31
53,66
46,22
21,6
55,62
62,33
59,13
7,67
39,39
17,36
29,17
10,47
32,43
52,63
17,44
5,33
24,33
16,56
20,21
43,61
13,69
10,70
25,23
13,36
58,25
26,15
70,32
53,67
55,64
17,4
54,65
70,54
20,41
28,13
31,5
40,68
37,48
66,7
25,57
41,42
65,26
66,18
57,60
39,57
56,20
2,28
51,19
61,25
4,55
6,15
41,10
41,47
8,25
51,8
33,58
34,68
35,45
65,4
57,37
30,39
11,68
26,40
40,54
59,61
24,26
15,13
21,57
69,21
51,7
14,62
34,67
25,70
1,6
46,63
54,15
33,44
24,29
6,46
11,10
35,38
8,48
26,25
43,14
4,23
51,36
52,68
19,61
41,11
61,17
43,55
13,24
42,51
70,54
9,15
12,15
17,22
28,33
59,36
35,65
25,8
32,57
30,24
49,41
24,27
54,33
38,64
22,2
8,16
52,21
54,25
37,2
51,9
38,38
35,36
35,62
3,19
19,40
15,3
36,2
2,58
38,46
42,46
29,15
5,2
20,22
58,66
12,56
5,34
62,65
25,20
22,8
66,25
37,28
2,21
65,60
68,27
34,51
49,67
9,11
35,33
17,47
15,5
36,53
13,64
19,24
18,13
25,68
67,57
70,10
27,41
37,5
61,0
18,67
31,31
38,12
36,53
62,3
5,50
40,45
34,63
34,58
24,14
20,63
13,10
59,40
56,41
0,44
13,5
6,6
55,49
41,49
51,15
62,55
49,22
63,23
43,0
23,38
51,24
51,6
44,52
49,1
25,23
49,45
16,63
2,7
23,13
39,42
55,8
30,45
30,58
69,38
45,45
70,64
23,57
58,68
52,40
11,35
65,5
60,20
52,11
31,55
35,38
41,38
32,28
5,69
60,57
14,19
57,6
24,29
17,62
64,54
20,19
34,64
57,67
42,55
56,35
33,57
22,34
36,44
50,61
60,24
4,48
27,49
59,50
29,4
53,63
37,67
56,29
66,26
59,37
57,18
66,35
44,36
19,45
6,49
67,0
7,47
6,51
21,25
28,56
19,36
15,59
69,25
13,35
42,7
44,3
64,15
23,41
32,48
65,68
68,10
58,58
41,54
70,46
29,25
37,13
4,4
60,46
15,0
20,27
54,65
70,42
54,7
57,66
63,15
1,49
44,30
51,67
20,38
18,23
50,69
46,0
27,32
21,68
64,26
0,0
33,6
32,5
4,2
41,21
19,33
46,39
8,38
68,70
21,64
53,62
64,55
34,10
26,64
2,62
11,28
47,24
53,65
10,46
38,63
57,0
43,17
41,26
10,27
12,25
30,36
30,60
28,47
28,30
46,17
40,38
54,50
64,25
28,66
51,60
14,32
29,63
57,23
36,4
50,8
15,42
20,57
2,58
8,2
1,55
26,47
25,34
67,38
53,62
8,47
65,30
32,37
39,18
68,55
9,62
33,50
60,41
13,32
26,50
31,43
36,21
57,23
10,14
66,27
21,4
46,29
33,51
24,9
55,19
41,63
39,0
22,68
51,57
24,36
15,59
33,9
46,60
16,63
31,44
1,27
54,27
57,21
25,48
65,23
53,46
25,59
5,36
55,0
53,23
27,7
27,37
9,58
20,1
14,55
44,23
53,11
47,28
41,39
31,56
23,1
61,27
21,54
2,30
48,51
33,5
41,58
16,68
3,15
39,28
29,14
27,65
24,31
59,70
53,29
52,59
42,17
41,64
35,5
56,51
66,17
63,1
3,43
32,13
4,44
67,69
53,54
60,66
68,68
42,69
67,0
27,25
3,16
38,31
48,46
37,47
32,36
12,39
3,5
49,41
16,16
47,5
2,59
60,57
47,11
62,20
20,28
43,57
28,54
41,4
63,60
55,8
45,51
58,3
55,65
13,33
55,22
56,24
31,18
34,25
60,10
26,21
58,3
69,70
41,54
15,21
9,60
25,64
59,56
59,2
62,37
4,31
65,57
55,1
12,50
57,67
34,66
31,7
7,41
12,18
34,30
19,2
33,7
39,43
39,62
5,3
12,55
30,32
61,0
15,49
16,2
10,6
50,43
48,68
35,22
55,9
21,52
55,55
18,18
23,22
51,46
22,67
3,65
48,2
3,21
53,23
16,16
64,62
52,7
4,15
57,52
21,36
1,50
19,49
46,64
15,18
63,5
66,69
39,63
39,19
68,21
42,2
26,22
10,49
15,6
9,36
5,66
60,63
8,7
16,5
19,19
35,19
9,52
70,11
41,63
0,67
55,13
68,18
20,50
35,6
53,59
38,69
1,11
15,26
26,63
26,23
13,58
65,23
48,30
54,43
15,60
55,28
41,42
39,69
20,26
63,31
57,28
4,29
44,35
22,28
10,53
64,60
11,38
43,70
31,11
38,47
31,69
16,25
65,6
26,56
22,57
64,31
12,65
22,65
27,26
46,22
40,22
2,32
30,18
14,32
56,44
24,20
13,32
36,5
53,41
58,28
51,51
22,7
12,64
5,30
42,48
57,30
17,19
56,67
62,5
22,64
64,64
38,23
13,12
54,25
7,10
55,61
7,33
9,46
9,60
3,1
28,16
30,57
37,4
10,68
43,3
22,45
23,34
3,14
44,29
45,1
45,11
55,49
58,28
31,2
22,15
39,43
9,66
6,45
32,8
13,65
35,46
22,22
23,69
27,25
13,42
6,38
23,41
69,18
27,23
12,7
41,38
68,66
29,44
70,36
55,56
70,13
37,34
70,43
27,0
64,62
17,26
52,21
62,50
40,22
62,7
6,60
45,45
2,60
41,13
28,29
22,51
31,53
33,54
0,60
41,29
22,15
61,58
22,6
51,53
10,17
39,28
18,37
58,48
10,15
7,48
30,40
18,3
9,59
30,45
48,36
36,14
68,40
32,69
21,57
25,67
59,58
47,27
68,15
41,17
46,22
10,67
22,7
0,54
26,31
60,8
47,67
70,33
8,52
52,40
68,42
6,11
57,64
62,48
25,13
14,38
23,8
31,18
29,44
55,39
33,1
16,23
42,38
66,50
34,61
7,46
65,38
57,31
10,26
23,9
69,29
8,26
2,11
44,47
44,15
59,70
17,50
46,53
60,31
58,10
53,27
41,65
52,66
23,3
43,1
20,51
69,34
19,2
60,36
58,43
34,19
63,28
31,1
40,27
23,49
49,17
61,56
15,58
15,60
36,15
36,32
66,66
59,34
16,61
44,55
49,44
47,27
44,45
49,5
70,52
6,66
42,30
59,67
49,17
52,41
44,11
62,0
37,18
22,66
23,18
57,29
42,64
64,6
57,4
33,54
44,54
65,36
23,46
46,47
53,37
50,57
30,41
27,16
37,3
4,47
65,47
40,66
15,26
50,17
10,8
61,49
49,41
25,27
36,60
61,16
58,20
12,30
1,54
38,33
43,26
67,56
58,26
33,56
6,51
22,21
12,67
4,20
45,21
8,20
61,65
15,19
26,22
62,54
5,32
23,17
70,13
57,29
63,41
48,40
1,22
54,23
58,47
58,27
60,23
26,70
70,70
3,70
48,35
12,43
46,24
64,40
45,9
32,19
7,32
56,45
31,2
37,25
11,33
55,46
12,39
17,19
29,7
47,57
7,19
19,29
48,18
20,38
61,15
46,39
65,52
34,13
42,10
45,57
42,70
57,49
50,60
24,59
16,25
34,19
24,67
41,64
66,59
50,64
39,56
16,60
34,62
7,44
1,51
29,57
39,2
62,30
3,16
40,27
31,61
41,5
6,37
23,25
5,53
44,11
21,9
56,20
62,25
25,57
15,20
3,35
50,27
61,63
23,60
47,53
12,56
47,24
38,30
43,47
27,66
46,8
61,22
57,49
57,10
62,20
47,44
51,14
60,51
62,3
58,13
40,26
62,70
30,67
60,40
29,24
9,2
66,16
26,31
54,6
24,27
38,39
37,48
18,70
5,5
37,34
9,47
36,22
0,12
45,58
33,45
37,54
60,3
34,68
33,55
46,5
47,20
33,7
51,32
3,54
60,39
26,29
28,31
24,67
22,67
62,44
51,24
35,33
16,56
47,50
63,40
54,28
45,11
10,19
46,4
19,49
35,28
63,8
6,28
46,37
32,11
69,66
42,17
14,1
67,32
38,15
62,29
11,9
63,61
36,15
31,53
17,38
17,25
66,67
10,22
11,50
2,39
9,14
7,26
5,29
28,24
65,53
6,20
69,9
4,34
38,52
42,26
51,21
47,8
69,26
22,66
9,17
66,1
66,21
44,25
58,21
70,8
15,32
57,7
49,15
11,43
28,6
34,35
69,15
26,60
4,42
64,35
34,4
23,16
51,52
16,16
0,46
11,20
59,44
22,19
69,47
13,5
28,61
56,12
4,66
32,33
28,59
47,0
32,42
56,37
13,45
0,48
68,58
48,54
0,59
17,54
28,51
49,12
28,23
34,60
53,48
30,18
6,69
42,45
9,60
41,36
24,32
10,50
49,32
35,28
51,19
69,26
50,3
43,37
21,56
57,17
67,12
53,35
54,51
51,54
31,51
41,35
12,2
31,70
29,54
55,27
60,15
26,30
69,57
47,31
50,62
8,38
28,41
22,54
9,63
9,48
3,19
23,16
10,20
46,29
68,55
59,63
54,39
59,42
19,25
44,13
44,12
49,59
21,68
33,32
28,18
37,9
44,67
54,3
53,67
39,49
23,11
46,48
20,35
61,9
57,21
62,6
65,52
34,10
22,10
62,59
60,55
2,60
63,25
12,10
41,31
9,35
35,8
38,24
31,57
37,61
33,54
12,28
57,29
6,15
15,48
3,32
63,53
61,22
60,14
57,33
52,61
65,22
14,14
20,15
41,52
30,9
66,67
29,53
61,4
34,3
13,13
18,19
19,34
68,49
42,12
58,57
18,34
55,44
47,55
4,42
6,47
53,6
63,62
27,37
46,41
42,0
64,32
30,5
25,21
9,60
29,46
63,50
70,39
5,38
36,68
54,13
59,45
38,31
47,54
57,56
67,68
51,10
8,49
49,67
53,13
45,14
67,27
62,70
66,68
31,50
16,0
34,39
9,35
50,60
43,3
64,49
62,60
41,43
37,31
16,52
31,47
7,65
11,50
41,43
10,14
51,64
27,17
2,64
27,61
30,66
61,24
63,62
27,47
27,4
67,22
67,47
51,49
11,23
2,17
61,49
49,38
67,0
58,14
38,25
42,14
3,17
2,33
43,23
27,1
17,55
40,1
5,49
9,14
61,50
39,65
68,68
52,61
65,17
65,42
39,58
41,46
64,27
65,6
12,6
16,38
59,52
38,16
5,27
8,47
41,24
40,46
55,66
53,6
47,41
12,39
67,24
28,35
31,61
2,53
27,3
36,56
16,19
70,38
57,63
51,12
60,53
52,0
9,9
29,39
63,69
55,51
59,63
49,41
8,1
35,19
32,0
35,37
23,9
33,32
52,64
38,35
16,9
1,36
50,55
66,39
41,16
48,29
14,7
70,21
42,44
62,16
50,11
34,9
26,65
58,39
0,49
46,66
22,59
57,23
33,17
53,56
38,39
22,33
54,53
27,66
5,46
57,69
66,10
45,63
50,67
30,1
19,27
29,39
24,51
18,46
21,41
2,17
17,33
18,11
11,64
10,19
4,13
65,61
55,26
35,51
5,54
42,50
70,8
53,21
69,22
40,67
66,1
18,37
25,66
28,9
33,68
10,60
68,46
9,66
67,56
59,45
24,36
53,8
30,45
1,16
53,37
7,22
25,26
70,22
63,69
37,38
49,51
70,45
43,23
29,37
26,36
54,34
64,24
40,52
51,58
14,51
48,27
10,65
10,7
63,0
60,42
6,0
47,22
2,47
49,36
23,11
32,17
14,31
2,68
15,28
26,6
34,56
15,56
15,15
53,17
60,33
66,35
41,26
37,4
50,41
68,13
57,51
1,5
8,39
0,17
32,32
9,2
8,12
22,2
48,16
44,46
56,37
27,56
53,31
61,27
69,55
32,50
29,2
44,9
69,34
45,48
0,56
42,1
60,42
8,47
3,0
30,64
46,31
40,11
33,8
37,69
67,48
35,14
17,12
38,3
22,14
27,4
36,38
36,16
34,4
49,29
49,1
60,35
3,11
66,28
36,24
69,11
27,37
68,67
34,48
18,68
57,6
63,11
2,65
9,57
66,63
1,42
5,50
11,10
44,59
38,20
54,6
65,59
43,68
21,8
42,16
34,57
20,28
29,48
10,54
10,15
22,28
1,4
46,50
19,46
11,48
33,53
37,19
38,18
23,49
54,70
12,50
35,56
69,50
63,38
60,54
41,25
43,66
11,61
50,15
12,59
6,47
69,36
24,60
40,11
8,4
60,24
59,5
54,38
66,22
55,47
1,6
27,34
32,62
37,29
5,15
28,62
1,46
35,54
33,51
44,35
14,20
55,3
38,33
56,62
50,46
57,9
5,35
26,63
57,70
65,25
51,2
60,31
1,25
24,6
66,45
27,13
43,18
17,50
62,55
3,20
66,12
4,41
17,12
52,2
52,58
49,23
56,49
20,61
44,56
33,49
44,6
46,17
55,38
15,58
25,11
63,37
46,28
63,24
38,57
68,65
68,61
52,51
0,70
24,25
12,59
24,12
28,25
29,35
64,42
19,56
25,24
38,27
36,48
27,22
55,3
27,18
31,17
68,7
6,18
54,22
62,23
48,67
19,26
59,55
39,53
70,27
2,52
49,1
40,14
19,66
11,54
6,22
61,58
16,60
46,54
56,37
64,50
64,37
16,38
57,17
26,49
52,24
22,29
28,28
21,51
18,54
47,61
29,28
30,1
5,29
29,1
39,53
28,48
45,47
68,52
34,9
48,6
23,39
60,38
58,16
36,54
56,39
6,30
14,9
4,53
2,15
68,22
3,53
32,11
57,37
61,51
38,47
54,64
20,9
50,38
60,9
53,49
35,30
62,0
19,4
17,34
7,27
49,45
2,51
48,35
4,12
21,4
62,5
65,56
33,45
26,24
69,15
47,40
51,48
26,36
36,12
43,68
40,49
27,31
23,2
0,70
19,0
37,67
60,24
39,13
49,50
15,61
5,12
13,32
6,28
67,52
38,9
3,19
67,12
50,16
41,57
35,37
18,34
35,21
18,31
20,66
69,59
59,56
69,50
18,50
25,4
32,69
12,56
52,49
56,9
30,68
23,24
20,56
36,43
41,60
63,32
0,55
18,40
2,53
23,26
67,70
60,51
27,47
25,10
11,62
39,11
11,41
32,1
56,62
3,1
18,49
21,20
37,53
35,40
55,4
20,37
46,4
34,1
51,5
34,67
31,31
70,59
68,1
14,8
44,59
30,5
62,30
2,43
43,5
22,50
29,26
57,34
26,33
66,44
37,53
56,9
59,7
55,36
12,66
11,21
4,32
63,45
3,59
52,19
68,55
21,27
65,24
25,56
55,27
15,54
55,27
10,9
67,42
51,0
55,2
61,63
24,22
31,25
26,21
4,66
43,39
19,19
64,41
70,31
42,28
26,20
11,52
40,11
10,59
28,21
65,68
46,36
51,19
9,25
55,62
3,45
4,51
60,21
40,35
47,63
62,11
47,7
30,24
14,50
59,42
14,36
62,3
19,12
36,67
52,0
59,27
52,67
11,35
30,50
45,55
34,53
61,56
3,15
0,6
45,33
17,30
42,24
66,0
33,50
6,49
51,55
57,19
43,31
4,57
53,8
12,14
7,56
69,13
36,55
60,22
24,30
43,41
58,19
2,6
27,63
53,45
65,65
46,23
2,49
27,59
13,14
27,11
46,3
37,53
6,38
53,60
69,0
3,27
29,70
63,28
36,36
43,58
7,1
28,16
9,34
39,34
7,31
1,64
29,68
15,5
2,69
34,67
35,38
34,34
0,40
55,68
34,40
58,2
21,26
46,60
27,51
63,1
49,9
56,41
64,44
35,36
26,7
2,44
46,37
34,16
4,36
52,60
48,28
51,3
12,15
8,68
55,31
22,55
53,31
68,13
18,16
22,24
34,31
8,61
30,47
21,47
21,22
66,55
0,18
25,56
4,42
2,21
23,10
56,44
58,45
45,61
54,66
47,56
18,35
42,68
6,19
47,14
12,8
16,37
29,39
28,67
42,48
24,6
0,45
6,57
16,51
24,18
19,64
43,67
39,44
23,25
16,70
27,18
54,9
30,58
41,38
22,10
54,55
48,62
5,41
56,30
14,41
14,7
47,16
7,49
51,55
56,9
6,63
5,20
18,3
36,33
32,19
38,11
54,62
28,50
39,15
27,13
36,10
49,9
30,34
67,66
33,0
65,55
66,66
39,46
27,53
67,23
25,34
68,9
14,8
7,47
40,70
7,60
17,44
43,34
54,35
5,54
14,41
20,11
31,10
70,66
40,25
50,49
65,11
10,64
51,40
11,20
19,54
51,29
33,53
9,45
2,31
37,34
66,20
45,32
23,14
69,14
45,17
38,13
1,24
39,29
56,20
45,27
32,39
67,48
3,16
10,7
18,56
41,6
46,49
56,25
57,43
21,56
47,61
5,49
63,12
66,53
19,15
46,41
40,6
15,67
37,2
44,55
59,17
43,69
32,10
31,58
59,0
25,68
16,6
11,55
37,27
57,48
8,48
45,46
21,15
41,31
47,60
8,46
5,39
62,52
30,54
3,34
35,34
10,42
70,10
18,59
2,53
37,35
45,48
7,68
0,27
32,58
45,37
65,38
23,59
65,54
38,42
8,60
62,13
26,10
52,18
12,48
59,30
42,30
46,4
5,15
19,30
9,23
10,15
52,69
32,2
6,10
65,68
14,27
62,51
35,59
38,62
6,8
31,21
9,27
24,11
26,50
27,62
50,41
15,24
20,13
0,64
10,23
49,42
26,35
62,57
29,41
69,59
19,9
63,37
2,68
57,68
57,51
15,0
68,48
1,11
65,51
44,50
37,16
49,16
38,30
31,33
66,51
21,66
54,25
26,33
12,30
14,41
70,61
59,25
10,25
6,16
70,70
55,63
12,0
28,4
3,14
60,65
7,26
16,39
39,17
56,26
17,13
35,60
54,8
67,46
65,35
36,47
36,66
2,7
8,52
29,49
7,14
32,5
68,23
39,43
69,23
52,68
26,46
67,50
65,7
30,20
44,45
28,60
2,51
11,32
63,48
66,25
53,58
34,67
4,36
59,61
55,50
56,17
10,48
0,51
53,55
23,53
15,17
0,16
5,23
51,43
58,22
40,32
62,29
10,49
6,59
26,52
10,4
53,31
48,34
12,7
47,37
12,36
29,23
3,57
25,18
53,49
33,51
21,27
13,59
42,16
33,64
43,19
1,56
23,40
22,18
62,22
34,49
15,67
29,52
30,14
42,43
7,43
35,61
26,69
5,50
38,54
43,41
37,30
21,0
21,16
23,35
15,28
66,41
34,53
27,50
59,52
50,12
70,56
36,9
67,13
68,48
9,57
51,10
2,23
33,6
49,65
23,36
20,64
28,3
25,7
0,16
57,56
61,68
34,24
0,61
28,17
46,38
32,46
49,45
67,7
67,70
33,30
33,0
23,3
40,64
44,65
40,37
7,50
30,48
34,41
68,52
52,50
15,29
61,28
26,18
37,70
26,60
35,41
53,44
6,53
15,36
5,29
24,44
47,65
42,55
69,24
50,36
49,46
65,51
65,54
57,53
34,34
21,10
23,8
23,33
6,44
8,30
16,10
3,44
14,69
53,4
27,69
50,42
39,22
8,8
1,15
39,47
61,0
39,57
48,48
37,48
61,40
68,35
66,35
37,57
45,42
12,54
70,1
8,33
37,44
22,23
44,6
61,32
48,49
32,23
19,46
8,67
48,27
61,41
1,50
14,54
18,65
54,38
40,59
19,51
25,42
52,51
53,45
5,16
22,57
54,56
20,18
9,36
32,25
7,2
41,67
9,63
61,39
23,61
26,68
40,62
68,7
64,52
42,63
64,70
6,68
54,42
8,12
33,6
13,17
54,58
30,34
27,21
38,51
2,5
61,4
41,40
26,64
11,46
42,15
15,55
34,45
68,32
52,27
28,68
49,39
57,34
53,35
63,39
18,51
66,23
36,48
67,10
61,4
15,70
42,33
30,65
30,54
70,35
20,10
7,67
64,41
65,53
6,51
40,58
25,69
68,39
12,51
2,18
11,43
14,59
3,48
69,18
47,39
26,36
25,16
3,34
63,61
67,58
38,43
15,63
51,3
57,60
34,30
45,51
39,61
50,13
18,13
50,29
60,11
28,23
54,48
23,25
8,20
8,27
56,70
11,41
49,51
18,2
45,45
8,52
46,0
37,61
4,67
14,42
51,26
2,47
9,3
57,30
45,64
14,54
14,60
1,51
2,41
2,57
64,62
40,1
35,54
42,41
41,44
43,59
64,37
26,24
11,27
47,8
64,46
29,20
23,39
63,11
47,3
1,58
28,39
19,19
59,45
49,58
11,69
29,46
59,5
51,2
14,14
27,39
70,69
40,8
46,57
63,19
37,41
25,18
53,48
22,27
5,6
59,16
22,18
46,4
11,70
47,54
21,34
70,5
62,54
31,58
50,2
34,36
34,58
6,64
31,4
14,23
64,61
55,16
34,17
70,35
30,7
48,45
49,13
6,34
43,39
70,47
13,13
9,25
6,5
45,8
54,33
35,5
62,22
7,8
48,47
0,7
28,7
11,52
16,5
64,54
49,12
56,56
12,54
38,66
2,33
5,64
39,2
69,3
8,44
48,63
7,15
22,25
3,21
34,63
11,43
35,51
13,47
56,34
47,15
20,43
14,69
51,5
56,62
25,69
11,56
44,52
33,61
38,21
38,39
38,6
45,1
35,63
21,17
60,1
70,38
23,25
30,2
3,1
1,15
22,54
63,21
3,50
68,57
38,48
0,38
59,14
58,38
60,0
13,62
23,5
38,37
54,6
32,70
19,12
22,53
34,46
20,42
43,11
45,40
31,38
37,33
3,64
19,38
11,32
5,57
33,45
1,35
44,24
64,45
70,50
66,49
8,43
35,53
12,54
55,2
14,10
37,32
17,64
0,68
5,16
63,25
32,39
63,19
5,38
45,37
52,70
52,13
59,15
2,41
34,46
40,58
42,27
32,50
35,5
22,15
29,66
40,11
22,47
20,68
9,53
51,31
36,17
38,54
6,35
46,30
14,68
40,49
11,40
0,18
14,15
28,29
47,22
8,17
10,43
0,61
9,34
33,59
47,9
14,20
39,18
40,47
33,64
20,56
34,63
33,40
38,16
41,44
26,46
53,7
9,47
44,70
29,38
44,68
35,5
57,38
55,10
68,52
68,20
34,1
69,67
6,12
61,33
59,46
36,55
65,43
50,67
34,68
47,51
3,18
34,33
35,26
27,4
1,2
10,15
8,49
59,18
70,68
60,61
45,42
24,16
65,3
53,17
54,22
19,9
24,51
45,0
46,67
46,52
8,8
48,67
34,68
47,31
28,14
20,68
13,58
30,55
38,51
55,16
23,38
34,67
3,18
8,17
17,11
44,50
28,13
50,58
20,63
47,37
42,27
16,69
65,41
52,20
13,31
36,66
20,31
50,6
9,31
15,55
17,34
46,23
54,45
4,31
70,11
48,30
38,31
28,65
36,51
25,10
33,2
17,50
34,19
51,2
70,65
57,33
35,18
5,2
31,9
13,62
70,43
56,26
10,20
52,25
34,20
52,3
59,48
43,51
16,2
30,24
67,54
17,30
47,52
63,69
41,52
44,36
19,42
38,5
31,51
29,8
70,51
23,30
35,49
8,47
64,8
3,66
68,61
16,66
16,47
45,39
63,67
35,46
59,52
18,42
11,7
28,53
27,9
12,38
33,42
26,52
3,66
4,51
19,62
67,58
18,12
46,42
38,38
5,21
15,61
23,58
51,6
41,36
54,28
64,2
13,36
27,55
65,36
24,43
20,28
64,25
44,48
20,60
9,14
49,25
1,55
51,35
49,43
7,19
40,55
17,52
26,0
39,26
32,39
11,54
30,22
35,68
49,19
3,26
41,2
24,57
69,12
3,4
13,22
69,9
4,69
38,38
53,2
16,30
8,39
58,1
5,38
66,58
12,45
68,34
58,7
10,26
61,48
67,14
8,46
41,13
28,55
67,16
53,35
49,24
39,68
38,62
26,36
13,57
11,49
60,36
12,13
68,25
63,65
40,68
64,9
50,64
67,10
44,6
4,4
20,8
60,31
12,55
10,61
20,48
24,44
23,59
17,36
32,22
22,31
12,19
38,27
30,50
56,15
35,43
17,61
40,69
48,17
3,33
30,26
0,69
70,34
12,1
10,1
4,2
51,45
69,28
49,20
21,58
68,30
55,0
48,10
35,26
57,8
62,7
66,5
33,5
63,33
52,8
53,35
43,67
14,1
47,10
0,40
44,62
45,46
32,17
20,63
61,10
55,18
1,32
70,56
21,67
15,48
54,26
42,50
7,0
18,46
10,1
39,9
56,5
56,42
29,62
54,33
20,39
58,62
69,26
15,37
32,33
33,67
12,22
15,67
45,18
21,70
26,9
30,33
49,65
50,20
9,45
36,16
14,21
37,22
50,58
55,10
2,41
40,47
44,62
42,58
28,4
2,55
10,46
9,0
51,40
26,33
11,57
17,63
29,35
23,17
42,58
11,23
49,9
9,20
32,70
8,54
34,55
35,32
51,7
61,51
13,18
66,38
60,38
29,5
1,17
1,33
28,48
14,20
33,39
33,2
7,7
54,10
59,18
0,62
58,27
36,41
3,23
18,44
53,30
5,45
48,9
64,53
60,20
52,39
10,45
22,20
8,25
25,5
25,10
4,61
11,22
67,69
47,47
37,63
37,26
64,13
68,0
49,26
64,5
68,51
32,18
21,70
53,28
63,34
48,29
70,63
6,57
45,39
4,57
6,8
49,5
68,70
53,24
46,14
3,63
60,44
42,18
46,70
1,68
4,49
38,32
33,47
0,47
0,56
22,7
42,16
66,28
24,39
0,52
58,22
51,8
0,10
30,21
58,58
8,57
68,4
70,24
5,59
67,53
40,0
67,56
32,37
15,33
62,8
63,57
59,39
31,50
2,67
1,57
18,28
69,47
64,36
14,6
64,69
54,50
65,46
14,33
26,18
45,10
26,63
